Artist		Clicks
"Whitesnake" 		50
"Keke Palmer" 		2
"My Bloody Valentine" 		69
"Bob'S Your Uncle" 		1
"Skruigners" 		1
"Mf Grimm" 		2
"Via Tania" 		2
"Gwen Stacy" 		1
"Goatsnake" 		2
"Miami Project Vs Queen" 		1
"Barbara Morgenstern" 		9
"Peter Fox" 		2
"The Michelles" 		1
"Yuri" 		2
"Vanilla, Jade, And Ebony" 		1
"Soul Central Ft. Kathy Brown" 		1
"Lights Of Euphoria" 		2
"Mimi Fox" 		1
"Kzans" 		1
"Andrius Mamontovas" 		5
"Wall Of Voodoo" 		5
"The Bastard Fairies" 		3
"Charlotte Martin" 		3
"Guilt" 		1
"Alex Gaudino" 		3
"Daniel Rossen" 		2
"Heartless Bastards" 		1
"Digi Molekular" 		1
"Bob Sinclar" 		13
"Moby Feat. Mylene" 		1
"Panevino Feat. Xavior" 		1
"Ypey" 		1
"Faster Pussycat" 		2
"Berri Txarrak" 		1
"Daniela Herrero" 		1
"Monika Kruse" 		1
"???? ?????" 		2
"Iron Angel" 		1
"Guitar Slim" 		2
"Camila" 		4
"Machines Don'T Care" 		2
"Panther Attack!" 		1
"Aus" 		1
"Terence Fixmer" 		1
"Carlo Savina, Director" 		1
"Slumgullion" 		1
"Hanoi Rocks" 		23
"Kanye West" 		243
"Squire" 		4
"Lostprophets" 		30
"Haddaway" 		7
"Knife Fight" 		1
"Early Man" 		1
"Kim Carnes" 		3
"Lost In Line" 		1
"Sparklehorse" 		23
"Doug Willis" 		1
"The Last Town Chorus" 		1
"Moimir Papalescu & The Nihilists" 		3
"Daler Mehndi" 		1
"Noonday Underground" 		2
"Allan Gray" 		1
"Lee Feldman" 		1
"Far Featuring Chino Moreno" 		1
"Yendri" 		1
"?????????" 		1
"Demon" 		1
"??" 		1
"Dj Sandstorm" 		1
"Ruth Brown" 		2
"Otis Rush" 		1
"Graveyard" 		1
"Spoon" 		83
"The Bevis Frond" 		1
"Big Daddy Kane" 		2
"Lotion" 		2
"Yes" 		29
"????" 		9
"Normahl" 		1
"Flowriders" 		2
"Valv" 		2
"???????????" 		1
"Szymon Wydra & Carpe Diem" 		6
"Jupiter And Teardrop" 		1
"Bombay Bicycle Club" 		7
"Maria Barracuda" 		1
"Jay-Z & Jermaine Dupri Feat Usher" 		1
"John Miles" 		2
"Dead By 28" 		2
"Mansfield" 		1
"Goon" 		1
"Born Ruffians" 		7
"D-A-D" 		2
"Champion" 		1
"Chuck Carbo" 		1
"Vigil" 		1
"Tommy Körberg" 		1
"Psychic Ills" 		1
"Sparrows Swarm And Sing" 		1
"The Finn Brothers" 		3
"Olive" 		3
"Clark" 		19
"Ze Dos Frangos" 		1
"Heartthrob" 		1
"Jan Jelinek" 		12
"Drive-By Truckers" 		9
"Praxis" 		1
"Pretty Girls Make Graves" 		11
"Rameses Iii" 		3
"Catamenia" 		7
"?????" 		17
"Bruce Springsteen & The E Street Band" 		1
"Bareda" 		1
"Ak1200" 		1
"Salmonella Dub" 		2
"Fabulous Poodles" 		1
"Roger Sanchez" 		7
"Cheerleader 69" 		1
"Gratitude" 		1
"Cymbals" 		1
"Disembowelment" 		1
"Prick" 		3
"Mundy" 		1
"Siekiera" 		2
"Loose Fur" 		2
"False" 		1
"Trans Balear" 		1
"Geneviève Pasquier" 		1
"The Maxwell Implosion" 		1
"Joe Walsh" 		5
"Amandine" 		1
"Plump Djs" 		2
"????" 		6
"Hedningarna" 		6
"Albert King With Stevie Ray Vaughan" 		2
"The Flaming Tsunamis" 		1
"Triim" 		1
"Henry Rollins" 		1
"Beforu" 		1
"Cupp Cave" 		2
"Funeral" 		3
"Ryan Teague" 		1
"Quasi" 		13
"Hellfish" 		1
"Supastition" 		3
"The 88" 		1
"The Phantom Band" 		1
"Ini Kamoze" 		1
"Abunai!" 		1
"Millie Jackson" 		1
"Mudhoney" 		5
"Donavon Frankenreiter" 		1
"Svarte Greiner" 		1
"Lloyd Cole And The Negatives" 		1
"The Paul Butterfield Blues Band" 		1
"From First To Last" 		9
"The Bbc Big Band" 		2
"The Broken West" 		1
"La Monja Enana" 		2
"Bones Brigade" 		4
"Astrud Gilberto" 		9
"Sayag Jazz Machine" 		2
"Kaysha" 		2
"Torrent Vaccine" 		1
"Rp And E Goldstein" 		1
"Cuba Club" 		2
"Numéro#" 		1
"The A.K.A.S (Are Everywhere!)" 		1
"Sam Paglia" 		1
"Radian" 		2
"46Bliss" 		1
"Roman Flügel" 		1
"Sameh Morcos" 		1
"Moshang" 		1
"Patric Catani" 		1
"Cygnus X" 		2
"Shampoo" 		1
"Korpiklaani" 		18
"Simon Jeffes" 		1
"Dragonette" 		9
"The Decemberists" 		109
"Symarip" 		1
"Punos" 		1
"Freescha" 		1
"Sinister" 		2
"Share" 		1
"Passengers" 		1
"The Germs" 		2
"Solar Apple Quarktette" 		1
"Plej" 		2
"Chalk Circle" 		1
"Misfits" 		88
"Kina" 		1
"Halfbreed" 		1
"Noah And The Whale" 		8
"Ancient Rites" 		2
"Nujabes Feat. Cise Star From Cyne" 		1
"Jack Johnson & Ben Harper" 		1
"Eels" 		70
"Iningrid Michaelson" 		2
"Chedda Boy Malik" 		1
"Magnus Carlson" 		1
"Virt" 		1
"Sin Bandera" 		2
"Africa Unite" 		1
"Noise Process" 		2
"Black Light Burns" 		9
"Arturo Benedetti Michelangeli" 		1
"Matchbook Romance" 		10
"Oceans Of Sadness" 		2
"Gabriel Ananda" 		2
"Nick Cave And Warren Ellis" 		4
"Wehrmacht" 		3
"Bear Is Driving" 		1
"Jack Dangers" 		6
"Groenland Orchester" 		1
"Add N To (X)" 		1
"Side Brok" 		2
"Strike Scrobbling" 		1
"Gyroscope" 		1
"Skanbino Mob" 		1
"Bazzheadz" 		1
"Grain" 		1
"Dimmu Borgir" 		42
"Charlotte Gainsbourg" 		5
"The Monks" 		2
"Playgroup" 		1
"Tracey Thorn" 		1
"????" 		5
"Sr. Chinarro" 		1
"En Vogue" 		2
"Gardzienice" 		1
"Lil' Wyte" 		1
"Jason Hayes" 		1
"M. Persson: Sounds" 		1
"Millionaire" 		2
"Groove Theory" 		2
"Test Dept." 		2
"Mai Yamane With Seatbelts" 		1
"John Brown'S Body" 		2
"Sabbat" 		1
"Gryphon" 		1
"Raise Hell" 		1
"Mathew Jonson" 		2
"Nightcore" 		1
"Pan Sonic" 		6
"Kelpe" 		2
"United Future Organization" 		2
"16 Horsepower" 		16
"Endorphin" 		1
"Bengt Berger" 		1
"[ X ] - Rx" 		1
"K.I.A." 		2
"Pat Metheny Trio" 		1
"Bella Morte" 		2
"Hanson" 		6
"Semi Precious Weapons" 		1
"House Of Pain" 		4
"Jennifer Lopez" 		15
"Daiphlux" 		1
"J.K. Rowling" 		1
"Honeycut" 		1
"Justin Timberlake" 		53
"Quit Your Dayjob" 		1
"Dwight Trible & The Life Force Trio" 		2
"Dierks Bentley" 		1
"Legolgel" 		1
"Stíny Plamen?" 		1
"Gang Gang Dance" 		9
"M. Ward" 		37
"Gypsy Soul" 		1
"Valencia" 		1
"Zombie Nation" 		1
"Nappy Roots" 		4
"Javier" 		2
"Dntel" 		7
"Triosk Meets Jan Jelinek" 		1
"Krzysztof Komeda" 		1
"Team Artists" 		1
"Lone Justice" 		1
"The New Deal" 		3
"Israel Kamakawiwo?Ole" 		2
"Gérard Presgurvic" 		1
"Lov." 		1
"Mohammed Abdel Wahab" 		1
"Iamx" 		26
"Müslüm Gürses" 		6
"Marc With A C" 		1
"Contemporary Noise Quintet" 		2
"Do As Infinity" 		4
"Omul Cu ?obolani" 		2
"Hues Corporation" 		1
"The Deadly Syndrome" 		1
"Antonello Venditti" 		1
"Shawna Hart" 		1
"Phuture" 		1
"Angels Of Light" 		6
"Bassekou Kouyate & Ngoni Ba" 		1
"Ronald Stein" 		1
"Hit The Lights" 		4
"Kwing Kungks" 		1
"The Evaporators" 		3
"Idris Muhammad" 		1
"Joel Plaskett Emergency" 		3
"Play N Skillz" 		1
"And The Furies Say" 		1
"Kay Starr" 		1
"Pti" 		1
"Velvet Revolver" 		27
"Daily Plannet" 		1
"Anomie" 		1
"Oxia" 		2
"Necro" 		3
"Oxbow" 		1
"Circle Jerks" 		8
"Outwork" 		3
"Grand Agent & Liv L'Raynge" 		1
"Dj. Dave Seaman" 		1
"Lara Fabian & Mario Frangoulis" 		1
"Beneath The Sky" 		1
"Gustavo Santaolalla" 		13
"Misery Index" 		1
"Intuit" 		1
"Bloodpit" 		4
"Patti Labelle" 		1
"Kuniyuki Takahashi" 		2
"Istanbul Oriental Ensemble" 		3
"Ishq" 		2
"Sea Wolf" 		5
"Gichy Dan" 		1
"Tyler Bates" 		8
"A. R. Rahman Featuring Suzanne D'Mello" 		1
"Koji Kondo, Hajime Wakai" 		1
"Plan B" 		5
"The Roots Feat. Malik B & Dice Raw" 		1
"Trees" 		1
"Pereza" 		1
"Devastations" 		1
"Lee Aaron" 		1
"Deepsky & Jes" 		1
"Hello Saferide" 		7
"Pat Metheny & Lyle Mays" 		1
"Children Of Bodom" 		93
"Bone Orchard" 		1
"Robbie Williams & Nicole Kidman" 		3
"S-L(Spirit Of Brute)" 		1
"Glenn Gould" 		10
"Bddm" 		1
"Amorphous Androgynous" 		2
"Mad Season" 		3
"Mato Seco" 		1
"La Habitación Roja" 		2
"Pallas" 		1
"Sub Swara/Kurt Schwitters" 		1
"John Cunningham" 		2
"A.R. Rahman Featuring Alka Yagnik & Ila Arun" 		1
"Dean Martin" 		6
"Abdullah Ibrahim" 		1
"The Pointer Sisters" 		1
"Waylander" 		1
"Saccharine Trust" 		1
"Skid Row" 		27
"M-Flo?Sowelu" 		1
"Agathocles" 		2
"Garmarna" 		2
"Ana Gori" 		1
"Descartes A Kant" 		1
"Nobody Presents Blank Blue" 		1
"Terry Riley" 		2
"Diego Torres" 		6
"Templebeat" 		1
"Sirenia" 		10
"Yoko Kanno/Gabriela Robin" 		1
"Taste" 		1
"Big Bud" 		1
"Peter Murphy/Trent Reznor" 		1
"Unkle" 		35
"To Separate The Flesh From The Bones" 		1
"Mitchell Akiyama" 		3
"The Marcia Blaine School For Girls" 		1
"Hellsongs" 		1
"Alan Wilkis" 		1
"Robin Black" 		1
"Parker" 		1
"Six-Bit Island" 		1
"Arash" 		1
"Ace Of Base" 		19
"Jack Wall" 		3
"5Ive" 		1
"Cactus" 		1
"I Kamanchi" 		1
"The Goodies" 		1
"Radiohead" 		627
"Anal Nosorog" 		2
"Marco Di Marco" 		1
"Mystery Jets" 		23
"Grace Jones" 		4
"Perro Flaco Y Rocio Llavero" 		1
"Rasputeen" 		2
"Luscious Redhead (Melissa Ritter)" 		1
"Titti &Alice Babs Sjöblom" 		1
"The Dave Brubeck Quartet" 		2
"Magnificent" 		1
"High School Musical Cast" 		8
"Bruno Sanfilippo" 		1
"Åsa Jinder" 		1
"Pat Metheny" 		6
"Serial Killer" 		1
"Guts" 		1
"Marillion" 		21
"Hourcast" 		1
"???" 		1
"Carsick Cars" 		2
"Sharpe + Numan" 		1
"Cake On Cake" 		2
"Blake Babies" 		1
"Tobin Sprout" 		1
"Godgory" 		1
"Shane Macgowan & Sinéad O'Connor" 		1
"Diane Cluck" 		2
"Doc Scott" 		1
"4Tet" 		1
"Anna Abreu" 		1
"Bigwig" 		1
"Monomen" 		1
"Possuído Pelo Cão" 		1
"Mom" 		2
"Alan Silvestri" 		5
"William Orbit" 		4
"Asylum Street Spankers" 		2
"135H" 		1
"The Dirtbombs" 		11
"Sexy Sadie" 		4
"Kosheen" 		13
"Little Richard" 		3
"Pagan'S Mind" 		1
"Charles Mingus" 		14
"Jeremy P. Caulfield" 		2
"Pink Grease" 		1
"The Streets" 		37
"Armor For Sleep" 		14
"Gökhan" 		1
"Brutus" 		2
"???? ? ??????" 		1
"Daniel Licht" 		12
"The Gaia Corporation" 		1
"Jens Friebe" 		1
"??????" 		2
"Novel 23" 		1
"Tiger Baby" 		1
"Machinefabriek" 		1
"Yahel" 		1
"Drive Like Jehu" 		3
"Marvin Gaye" 		25
"Victor Wooten" 		4
"World'S End Girlfriend" 		4
"Astral" 		1
"Helmet" 		7
"P.M. Dawn" 		2
"Lowe" 		2
"Jipsta" 		1
"Mad Professor Meets Scientist" 		1
"James Raynard" 		1
"The Para-Medics" 		1
"Magic Artists" 		1
"Redbear." 		1
"Cold - 13 Ways" 		1
"A Flock Of Seagulls" 		13
"Latitudes" 		1
"Angel" 		1
"Planet Club - Winter Edition -" 		3
"The Muppets" 		1
"Akchote, Auzet, Ferrari" 		1
"Christie Laume" 		1
"The Sunstreak" 		1
"Blitz" 		2
"Miranda Sex Garden" 		3
"Mickey 3D" 		4
"The Reel Banditos" 		1
"Astaire" 		1
"Karamelo Santo" 		2
"Roy North" 		1
"Miss Violetta Beauregarde" 		1
"?ebnem Ferah" 		10
"Chymera" 		1
"Andrew Gold" 		1
"Non Stop" 		1
"Chiara Iezzi" 		1
"Hawksley Workman" 		3
"Maartin Allcock" 		1
"Ashlee Simpson" 		10
"Fun Boy Three" 		1
"Gorefest" 		9
"Dirty Work" 		1
"Porn Sword Tobacco" 		3
"Dj Sammy & Yanou" 		1
"The Jody Grind" 		1
"Tosca Feat. Stephan Graf Hadik Wildner" 		1
"Supersister" 		1
"Silvio Rodríguez" 		10
"King'S College Choir, Cambridge" 		1
"Bryce Eiman" 		1
"Lymbyc Systym" 		2
"Mandalay" 		12
"Teengenerate" 		2
"Moëvöt" 		1
"Piotr Komorowski" 		1
"Equinox Presents" 		1
"Karmacoda" 		2
"Nelson Riddle & His Orchestra - Lolita  - O.S.T." 		1
"Armin Van Buuren" 		12
"Prince Jammy" 		2
"Benzino" 		2
"Mike Ness" 		7
"A Silver Mt. Zion" 		11
"Leak Bros." 		2
"Todomondo" 		1
"Kami.Knake@Gmail.Com" 		1
"Rapalje" 		1
"Miz Metro" 		1
"Anne Clark" 		4
"Pseudo Echo" 		2
"Goblin Cock" 		2
"Blaze!" 		1
"Modern Machines" 		2
"Altered Images" 		4
"Lupe Fiasco" 		21
"M-1" 		2
"Ruins" 		1
"Deeevamp" 		1
"Icehouse" 		7
"Kjøtt" 		1
"Sunny Day Real Estate" 		10
"Emix & D Lewis" 		1
"Varano" 		1
"Half Pit Half Dead" 		1
"Sweet Savage" 		1
"Hammerfall" 		11
"Patrick & Eugene" 		1
"Mike Ladd" 		3
"The Jacksons" 		3
"Mortal Decay" 		1
"Liubo Ursiny" 		1
"M.I.A." 		61
"Brainpower" 		2
"Snow In China" 		1
"Nikolo Kotzev" 		1
"Amanda Woodward" 		5
"Lili & Susie" 		2
"Myka 9" 		1
"Blenders" 		2
"Oi Va Voi" 		1
"The Blackout Argument" 		1
"?????" 		1
"Dorian" 		1
"Sun Ra" 		5
"System Of A Down" 		157
"Dzubrivo" 		2
"Drunkenmaster" 		1
"El Hombre Burbuja" 		1
"Sam & Dave" 		2
"Cloetta Paris" 		1
"I Set My Friends On Fire" 		1
"Polish National Radio Symphony Orchestra/Polish National Radio Symphony Orchestra" 		1
"????" 		3
"Pulse" 		1
"Kana? Audytywny" 		3
"Decoded Feedback" 		4
"Deasonika" 		1
"Novaslap Band" 		1
"Miki Parkinson" 		1
"Force Of Nature & Nujabes & Fat Jon" 		3
"Antony And The Johnsons" 		57
"Brazilian Girls" 		13
"Georges Arvanitas" 		1
"Bauhaus" 		48
"Joan Of Arc" 		1
"Gunsn' Bombs" 		1
"Tag Team" 		1
"Ctrl-Alt-Del" 		1
"Domotic" 		5
"Chuck Findley" 		1
"Ken K" 		1
"The Paranorml" 		1
"Ratt" 		3
"Luciana Salazar" 		1
"Cake Like" 		1
"Mississippi John Hurt" 		3
"Nizlopi" 		1
"David Axelrod" 		1
"Darkseed" 		4
"Pohlmann." 		1
"Beverley Knight" 		1
"Monkey Business" 		1
"Tower Of Power" 		2
"Jaialai" 		1
"Changin' My Life" 		1
"Mentallo & The Fixer" 		1
"Code Geass - Lelouch Of The Rebellion R2 O.S.T. 2" 		1
"Liz Phair" 		15
"Daedelus" 		25
"Snow Patrol And Martha Wainwright" 		1
"Anna Maria Jopek" 		2
"The Homosexuals" 		4
"Frank & Nancy Sinatra" 		2
"Tankard" 		7
"Liam Frost" 		1
"Frantic" 		1
"Green" 		1
"Minnie Riperton" 		4
"Postgirobygget" 		8
"Time And Distance" 		1
"Cee-Lo & Jack Black" 		1
"Blanks 77" 		2
"New Composers" 		3
"Madonna Ft. Justin Timberlake" 		1
"Cicada" 		2
"Richard O. Kelly" 		1
"Sunburned Hand Of The Man" 		1
"The Three O'Clock" 		2
"Eulenspygel" 		1
"Ane Brun" 		16
"Teenager" 		2
"Yutaka Minobe" 		2
"Billy Taylor Trio" 		1
"Alterations And Repairs" 		1
"Joshua Meltzer" 		1
"The Red West" 		1
"Samon Kawamura" 		1
"Audio Lotion" 		4
"Alberto Ginastera" 		2
"Koris Vs. Djule" 		1
"J-88" 		1
"Christiansen" 		1
"Inme" 		3
"Melting Euphoria" 		1
"Modjo" 		3
"Stevie Wonder Isn'T Blind" 		1
"Syl Johnson" 		2
"Matias Aguayo" 		3
"Yelle" 		15
"Don Barden" 		1
"As Blood Runs Black" 		1
"Necrodeath" 		1
"Predominance" 		1
"Kaz Kyzah" 		1
"South San Gabriel" 		2
"Rx Bandits" 		7
"Grizzly Bear + Feist" 		1
"Helene" 		1
"B.B. King & Eric Clapton" 		2
"Pig & Dan" 		1
"Manu Lanvin" 		1
"Harry Thumann" 		1
"Curd Jürgens" 		1
"American Football" 		2
"Metro Station" 		8
"Joseph Haydn" 		6
"Grant Green" 		2
"Brian Setzer" 		1
"Verse And Sp" 		1
"Sraunus" 		1
"Uriah Heep" 		7
"Black Cross" 		2
"Chop Shop Cartel" 		2
"Kevoz" 		1
"The Nefilim" 		1
"Chaka Demus & Pliers" 		1
"Rollercoaster" 		1
"Mike Jones" 		2
"Nick Lachey" 		4
"Pulser" 		2
"The Prids" 		2
"Jakob" 		1
"Jumbo" 		5
"Gridlock" 		4
"Lonnie Liston Smith" 		1
"Shriekback" 		4
"Total Eclipse" 		4
"Göksel Baktagir" 		1
"Cloud Cult" 		21
"Sleater-Kinney & Fred Schneider" 		1
"Mark Rae Feat. Veba" 		1
"Rubi Dan & The Heatwave" 		1
"Ktl" 		1
"??" 		10
"The Novaks" 		1
"The Spiny Anteaters" 		2
"Femme Fatale" 		1
"Jon Anderson" 		2
"????" 		1
"Finsterforst" 		2
"Labyrinth" 		2
"Ikuinen Kaamos" 		1
"Sel-P" 		1
"The Dø" 		7
"Fabrizio De André" 		10
"Michel Polnareff" 		2
"Model American" 		2
"The Turbo A.C.'S" 		1
"Burdocks" 		3
"Vangelis" 		18
"Black Devil Disco Club" 		2
"Donora" 		1
"The 5.6.7.8'S" 		3
"Dark Funeral" 		13
"Rugar" 		1
"Sam Brown" 		1
"Cassius" 		11
"Pan•American" 		2
"Meshuge Klezmer Band" 		3
"Miguel Montero" 		1
"Dishwalla" 		6
"Diana Ross & The Supremes" 		10
"Mouse On Mars" 		10
"Diana Ross & Marvin Gaye" 		1
"Living Colour" 		3
"T-Raperzy Znad Wis?y" 		1
"Man Like Me" 		1
"División Minúscula" 		3
"The Hit Parade" 		1
"Reklame" 		1
"Sinaloa" 		1
"Cisza Jak Ta" 		1
"Eagles Of Death Metal" 		24
"Kings Of Disco" 		1
"A Frames" 		2
"Shimon & Andy C" 		1
"Arsebreed" 		1
"Iron Butterfly" 		1
"The Cool Kids" 		6
"The Band Of Endless Noise" 		1
"Dj Roine" 		1
"Michael W. Smith" 		1
"????? ?????????" 		2
"Alan Watts" 		2
"Mew" 		44
"Laka" 		1
"The Protomen" 		20
"Cut Chemist" 		6
"Booker T. & The Mg'S" 		10
"The Methadones" 		1
"Buckethead & Friends" 		2
"Influx Datum" 		1
"Boz Scaggs" 		2
"Sérgio Mendes & Brasil '66" 		2
"Carlos Montoya" 		1
"Abdullah Ibrahim Trio" 		4
"Darren Mcclure" 		3
"Risto" 		3
"Northern Heightz" 		1
"Dark Nebula" 		1
"Meg" 		1
"Leila" 		2
"Cinephile" 		2
"Sten & Stalin" 		2
"Daphne Rose" 		1
"Stuart A. Staples & Dave Boulter" 		1
"Chic Vs. Beasties Vs. Franz Fe" 		1
"Force Of Nature" 		3
"Sounds Under Radio" 		1
"Blind Faith" 		1
"American Spring" 		1
"Sambaloco" 		1
"Los Auténticos Decadentes" 		2
"Luna Sea" 		1
"Jeru The Damaja" 		2
"Dr. Dre" 		19
"Dealership" 		3
"Keisuke Tsukahara" 		1
"Brand New" 		38
"Apollo 440" 		7
"Tiffany" 		3
"Eyehategod" 		3
"Slowblow" 		2
"True Stories" 		1
"Arve Henriksen" 		2
"Dumdum Boys" 		1
"The Skids" 		6
"Michael Schenker Group" 		2
"Origene" 		2
"Caribou" 		24
"Fastball" 		4
"Acylum" 		2
"The Beautiful Girls" 		3
"Signalrunners" 		2
"Skeksis" 		1
"Magrudergrind" 		1
"Baltic Fleet" 		1
"Jeremy Robson" 		1
"Cinnamon" 		1
"Kim Fowley" 		1
"Zubot And Dawson" 		1
"???" 		10
"The Nite-Liters" 		1
"Dynamite Mc" 		1
"The Locust" 		6
"Wolfmother" 		21
"J.Mercer,R.Clooney,B.Crosby" 		1
"The Thrills" 		15
"Ghostface Killah" 		36
"Republika" 		2
"Crucified Barbara" 		2
"Dianogah" 		3
"Narcotic Thrust" 		3
"Jeremy Backhouse" 		1
"Boris With Michio Kurihara" 		1
"Shades Of Rhythm" 		1
"Mick Harvey" 		1
"The Sabri Brothers" 		1
"Eddi Reader" 		1
"Blinded Black" 		1
"Epoxies" 		2
"Kissy Sell Out" 		1
"Ewan Mcgregor & Nicole Kidman" 		1
"Jamie Foxx" 		4
"Chris Rea" 		6
"Machine Head" 		25
"Wonda" 		1
"Friends" 		1
"Ewan Mcgregor" 		2
"Captain Soul" 		1
"Os Cariocas" 		1
"Carlos Gardel" 		1
"Keith Urban" 		1
"Clem Alford" 		1
"Sceptic" 		2
"Can Atilla" 		1
"Haujobb" 		8
"Douglas Adams" 		4
"Michel Camilo" 		1
"Mezo Feat. Dj Spox" 		1
"Blakagir" 		2
"Uniting Nation" 		1
"Jablko?" 		1
"Ensemble Oni Wytars" 		1
"Kelis Featuring Nas" 		1
"Lost On Liftoff" 		2
"Mildred Bailey" 		1
"The Newtown Neurotics" 		1
"Opus" 		1
"?????" 		1
"The Honorary Title" 		14
"Captain Commodore" 		1
"Double Faced Eels" 		1
"B.A. Robertson" 		1
"Syntoma" 		1
"Sounds Of Blackness" 		1
"Dj Crystl" 		1
"The Embassy" 		2
"Diane Schuur" 		1
"Kings Of Leon" 		173
"Vice Squad" 		1
"Gene Watson" 		2
"Munly & The Lee Lewis Harlots" 		1
"Drew Seeley & Selena Gomez" 		1
"Synapscape" 		2
"Beausoleil" 		1
"Alexandr Vatagin" 		1
"Junior Reid" 		1
"Fame" 		1
"Girugämesh" 		5
"Twenty2" 		1
"Will Smith" 		8
"Mike Del Ferro" 		1
"Sing-Sing" 		1
"Cock Sparrer" 		14
"Keyshia Cole" 		19
"Fabolous" 		2
"Huck" 		2
"Vijay Iyer & Mike Ladd" 		1
"Kings Of Tomorrow Featuring Haze" 		1
"Boogie Down Productions" 		11
"Crydajam" 		1
"The Everybodyfields" 		1
"Red Thread" 		1
"Liberty X" 		3
"Paola & Chiara" 		1
"The White Tie Affair" 		1
"Labradford" 		11
"Ludwig Van Beethoven" 		31
"Martin Lewis" 		1
"Magenta" 		1
"Runrig" 		2
"Rick James" 		4
"Of Montreal" 		93
"Daylight Dies" 		1
"Tower Recordings" 		2
"Elvis Presley" 		72
"John Broomhall" 		1
"Lampshade" 		1
"Deborah Cox" 		11
"Ulf Söderberg" 		1
"Adamantium" 		1
"Excuse 17" 		3
"Hail Social" 		4
"Paz Lenchantin" 		1
"Cliff Richard" 		3
"D-51" 		2
"Shocore" 		4
"Full Devil Jacket" 		2
"Tight Fit" 		1
"Gianluca Grignani" 		1
"Dementio13" 		1
"Aysenlur" 		1
"Harold Budd" 		6
"Killswitch Engage" 		40
"Lunatic Calm" 		3
"Dj Ted Shred" 		1
"Spigga" 		1
"Virgin Steele" 		2
"Lisa Loeb" 		3
"Spartan Fidelity" 		1
"Bonga" 		1
"Barbara Mcnair" 		1
"Benga" 		5
"Cash Money Millionaires" 		1
"Yal?n" 		1
"Los Calchakis" 		1
"Sharon Forrester" 		2
"Ercandize" 		1
"Busta Rhymes" 		11
"Steve Thorne" 		1
"Plastic Toys" 		1
"Forest Sun" 		1
"Patrick Doyle" 		3
"Joydrop" 		1
"Kesme?eker" 		1
"Skyfire" 		4
"Jimmy Yancey" 		1
"100 Flowers" 		1
"Elin Sigvardsson" 		5
"Red Astaire Feat Caretta Bell" 		1
"Beirut" 		81
"Osi" 		1
"Fun." 		1
"Sorry No Ferrari" 		2
"Energy 52" 		5
"Esa" 		2
"Sean Lennon" 		4
"Port O'Brien" 		3
"The Dogs D'Amour" 		3
"Stéphane Pompougnac" 		17
"! Www.Polskie-Mp3.Tk ! Budka Suflera" 		1
"Frankie Miller" 		1
"Frank Black" 		18
"Ours" 		4
"Nicolas De Angelis" 		1
"Smoosh" 		2
"Eko" 		2
"Liquid360" 		1
"Negative" 		9
"Emerson, Lake & Palmer" 		15
"The Pipettes" 		32
"Oasis" 		210
"Furt Rovn?" 		1
"Killing Time" 		4
"Bill Withers" 		11
"Spindrift" 		2
"??" 		1
"The Flatliners" 		2
"Roy Jones Jr." 		2
"Al English" 		2
"Dwb,T.O.N.E-Z,Twiztid" 		1
"Medina Green" 		1
"Lrcn" 		1
"Psymbience" 		1
"K-Stone" 		1
"Back From Ashes" 		3
"Udora" 		1
"Asher Roth Ft Jim Jones" 		1
"Skin" 		1
"The J.B.'S" 		1
"New Rhodes" 		1
"Moto Boy" 		2
"Benassi Bros Feat. Dhany" 		2
"Indian" 		1
"Vibert / Simmonds" 		1
"Marjorie Fair" 		6
"Håvard Lilleheie" 		1
"Frankenstein Drag Queens From Planet 13" 		4
"Stratospheerius" 		1
"Eternal Solstice" 		1
"Colossamite" 		1
"???" 		1
"N@$Ty" 		2
"?ydka Grubasa" 		2
"Jon Mclaughlin" 		2
"Billy Bob Thornton" 		1
"The Teeth" 		1
"I/Dex" 		4
"The Partysquad" 		1
"Jazz Liberatorz" 		1
"Default" 		2
"Rumah Sakit" 		1
"Rap Mix, Yo" 		1
"Outsiderz" 		1
"Ferry Corsten Featuring Simon Lebon" 		2
"Bliss" 		5
"D.Gray" 		1
"Lindstrøm" 		4
"Paul Baribeau" 		4
"Sibylle Baier" 		1
"Tier'N & Lars" 		3
"Trijntje Oosterhuis" 		1
"Nitrous Oxide" 		1
"Harold Melvin & The Blue Notes" 		1
"Happy Rhodes" 		2
"Mr. Airplane Man" 		1
"North Star" 		1
"Marek Bois" 		1
"Shelter" 		1
"Eugene Mirman" 		1
"Metallica & Dj Spooky" 		1
"The D.O.C." 		1
"Spring" 		1
"Optic" 		1
"Alanis Morissette" 		68
"Maggot Brain" 		2
"The Whigs" 		2
"Flatcat" 		1
"Tender Forever" 		2
"Exile" 		3
"Leona Naess" 		4
"Shania Twain" 		9
"Rise Against - The Sufferer And The Witness" 		1
"Corona - I Don`T Wanna B A Star" 		1
"Danza Invisible" 		3
"Righteous Jams" 		1
"Human Action Network" 		1
"Dudley Perkins" 		2
"Barbara Mason" 		1
"The Sunflowers" 		1
"Dj Cam" 		4
"Donell Jones Featuring Bun B" 		1
"M-Flo?Rie Fu" 		2
"Evan And Jaron" 		1
"Xfilesx" 		1
"Torchbearer" 		1
"Milburn" 		4
"Imperative Reaction" 		2
"Mirah" 		31
"Swinging Buildings" 		1
"Rachel'S" 		13
"Bruce Haack" 		5
"???? ???????" 		1
